dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,casual,registered,cnt,season_holiday
2012-06-24,Fall,2012,June,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2551,4340,6891,Fall_not holiday
2012-06-25,Fall,2012,June,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1139,5640,6779,Fall_not holiday
2012-06-26,Fall,2012,June,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1077,6365,7442,Fall_not holiday
2012-06-27,Fall,2012,June,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1077,6258,7335,Fall_not holiday
2012-06-28,Fall,2012,June,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",921,5958,6879,Fall_not holiday
2012-06-29,Fall,2012,June,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",829,4634,5463,Fall_not holiday
2012-06-30,Fall,2012,June,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1455,4232,5687,Fall_not holiday
2012-07-01,Fall,2012,July,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1421,4110,5531,Fall_not holiday
2012-07-02,Fall,2012,July,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",904,5323,6227,Fall_not holiday
2012-07-03,Fall,2012,July,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1052,5608,6660,Fall_not holiday
2012-07-04,Fall,2012,July,holiday,wednesday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2562,4841,7403,Fall_holiday
2012-07-05,Fall,2012,July,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1405,4836,6241,Fall_not holiday
2012-07-06,Fall,2012,July,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1366,4841,6207,Fall_not holiday
2012-07-07,Fall,2012,July,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1448,3392,4840,Fall_not holiday
2012-07-08,Fall,2012,July,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1203,3469,4672,Fall_not holiday
2012-07-09,Fall,2012,July,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",998,5571,6569,Fall_not holiday
2012-07-10,Fall,2012,July,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",954,5336,6290,Fall_not holiday
2012-07-11,Fall,2012,July,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",975,6289,7264,Fall_not holiday
2012-07-12,Fall,2012,July,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1032,6414,7446,Fall_not holiday
2012-07-13,Fall,2012,July,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1511,5988,7499,Fall_not holiday
2012-07-14,Fall,2012,July,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2355,4614,6969,Fall_not holiday
2012-07-15,Fall,2012,July,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1920,4111,6031,Fall_not holiday
2012-07-16,Fall,2012,July,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1088,5742,6830,Fall_not holiday
2012-07-17,Fall,2012,July,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",921,5865,6786,Fall_not holiday
2012-07-18,Fall,2012,July,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",799,4914,5713,Fall_not holiday
2012-07-19,Fall,2012,July,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",888,5703,6591,Fall_not holiday
2012-07-20,Fall,2012,July,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",747,5123,5870,Fall_not holiday
2012-07-21,Fall,2012,July,not holiday,saturday,weekend,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1264,3195,4459,Fall_not holiday
2012-07-22,Fall,2012,July,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2544,4866,7410,Fall_not holiday
2012-07-23,Fall,2012,July,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1135,5831,6966,Fall_not holiday
2012-07-24,Fall,2012,July,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1140,6452,7592,Fall_not holiday
2012-07-25,Fall,2012,July,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1383,6790,8173,Fall_not holiday
2012-07-26,Fall,2012,July,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1036,5825,6861,Fall_not holiday
2012-07-27,Fall,2012,July,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1259,5645,6904,Fall_not holiday
2012-07-28,Fall,2012,July,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2234,4451,6685,Fall_not holiday
2012-07-29,Fall,2012,July,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2153,4444,6597,Fall_not holiday
2012-07-30,Fall,2012,July,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1040,6065,7105,Fall_not holiday
2012-07-31,Fall,2012,July,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",968,6248,7216,Fall_not holiday
2012-08-01,Fall,2012,August,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1074,6506,7580,Fall_not holiday
2012-08-02,Fall,2012,August,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",983,6278,7261,Fall_not holiday
2012-08-03,Fall,2012,August,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1328,5847,7175,Fall_not holiday
2012-08-04,Fall,2012,August,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2345,4479,6824,Fall_not holiday
2012-08-05,Fall,2012,August,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1707,3757,5464,Fall_not holiday
2012-08-06,Fall,2012,August,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1233,5780,7013,Fall_not holiday
2012-08-07,Fall,2012,August,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1278,5995,7273,Fall_not holiday
2012-08-08,Fall,2012,August,not holiday,wednesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1263,6271,7534,Fall_not holiday
2012-08-09,Fall,2012,August,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1196,6090,7286,Fall_not holiday
2012-08-10,Fall,2012,August,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1065,4721,5786,Fall_not holiday
2012-08-11,Fall,2012,August,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2247,4052,6299,Fall_not holiday
2012-08-12,Fall,2012,August,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2182,4362,6544,Fall_not holiday
2012-08-13,Fall,2012,August,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1207,5676,6883,Fall_not holiday
2012-08-14,Fall,2012,August,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1128,5656,6784,Fall_not holiday
2012-08-15,Fall,2012,August,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1198,6149,7347,Fall_not holiday
2012-08-16,Fall,2012,August,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1338,6267,7605,Fall_not holiday
2012-08-17,Fall,2012,August,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1483,5665,7148,Fall_not holiday
2012-08-18,Fall,2012,August,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2827,5038,7865,Fall_not holiday
2012-08-19,Fall,2012,August,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1208,3341,4549,Fall_not holiday
2012-08-20,Fall,2012,August,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1026,5504,6530,Fall_not holiday
2012-08-21,Fall,2012,August,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1081,5925,7006,Fall_not holiday
2012-08-22,Fall,2012,August,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1094,6281,7375,Fall_not holiday
2012-08-23,Fall,2012,August,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1363,6402,7765,Fall_not holiday
2012-08-24,Fall,2012,August,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1325,6257,7582,Fall_not holiday
2012-08-25,Fall,2012,August,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1829,4224,6053,Fall_not holiday
2012-08-26,Fall,2012,August,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1483,3772,5255,Fall_not holiday
2012-08-27,Fall,2012,August,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",989,5928,6917,Fall_not holiday
2012-08-28,Fall,2012,August,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",935,6105,7040,Fall_not holiday
2012-08-29,Fall,2012,August,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1177,6520,7697,Fall_not holiday
2012-08-30,Fall,2012,August,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1172,6541,7713,Fall_not holiday
2012-08-31,Fall,2012,August,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1433,5917,7350,Fall_not holiday
2012-09-01,Fall,2012,September,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2352,3788,6140,Fall_not holiday
2012-09-02,Fall,2012,September,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2613,3197,5810,Fall_not holiday
2012-09-03,Fall,2012,September,holiday,monday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1965,4069,6034,Fall_holiday
2012-09-04,Fall,2012,September,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",867,5997,6864,Fall_not holiday
2012-09-05,Fall,2012,September,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",832,6280,7112,Fall_not holiday
2012-09-06,Fall,2012,September,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",611,5592,6203,Fall_not holiday
2012-09-07,Fall,2012,September,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1045,6459,7504,Fall_not holiday
2012-09-08,Fall,2012,September,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1557,4419,5976,Fall_not holiday
2012-09-09,Fall,2012,September,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2570,5657,8227,Fall_not holiday
2012-09-10,Fall,2012,September,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1118,6407,7525,Fall_not holiday
2012-09-11,Fall,2012,September,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1070,6697,7767,Fall_not holiday
2012-09-12,Fall,2012,September,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1050,6820,7870,Fall_not holiday
2012-09-13,Fall,2012,September,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1054,6750,7804,Fall_not holiday
2012-09-14,Fall,2012,September,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1379,6630,8009,Fall_not holiday
2012-09-15,Fall,2012,September,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",3160,5554,8714,Fall_not holiday
2012-09-16,Fall,2012,September,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2166,5167,7333,Fall_not holiday
2012-09-17,Fall,2012,September,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1022,5847,6869,Fall_not holiday
2012-09-18,Fall,2012,September,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",371,3702,4073,Fall_not holiday
2012-09-19,Fall,2012,September,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",788,6803,7591,Fall_not holiday
2012-09-20,Fall,2012,September,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",939,6781,7720,Fall_not holiday
2012-09-21,Fall,2012,September,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1250,6917,8167,Fall_not holiday
2012-09-22,Fall,2012,September,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2512,5883,8395,Fall_not holiday
2012-09-23,Winter,2012,September,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2454,5453,7907,Winter_not holiday
2012-09-24,Winter,2012,September,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1001,6435,7436,Winter_not holiday
2012-09-25,Winter,2012,September,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",845,6693,7538,Winter_not holiday
2012-09-26,Winter,2012,September,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",787,6946,7733,Winter_not holiday
2012-09-27,Winter,2012,September,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",751,6642,7393,Winter_not holiday
2012-09-28,Winter,2012,September,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1045,6370,7415,Winter_not holiday
2012-09-29,Winter,2012,September,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2589,5966,8555,Winter_not holiday
2012-09-30,Winter,2012,September,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2015,4874,6889,Winter_not holiday
2012-10-01,Winter,2012,October,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",763,6015,6778,Winter_not holiday
2012-10-02,Winter,2012,October,not holiday,tuesday,not weekend,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",315,4324,4639,Winter_not holiday
2012-10-03,Winter,2012,October,not holiday,wednesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",728,6844,7572,Winter_not holiday
2012-10-04,Winter,2012,October,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",891,6437,7328,Winter_not holiday
2012-10-05,Winter,2012,October,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1516,6640,8156,Winter_not holiday
2012-10-06,Winter,2012,October,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",3031,4934,7965,Winter_not holiday
2012-10-07,Winter,2012,October,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",781,2729,3510,Winter_not holiday
2012-10-08,Winter,2012,October,holiday,monday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",874,4604,5478,Winter_holiday
2012-10-09,Winter,2012,October,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",601,5791,6392,Winter_not holiday
2012-10-10,Winter,2012,October,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",780,6911,7691,Winter_not holiday
2012-10-11,Winter,2012,October,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",834,6736,7570,Winter_not holiday
2012-10-12,Winter,2012,October,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1060,6222,7282,Winter_not holiday
2012-10-13,Winter,2012,October,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2252,4857,7109,Winter_not holiday
2012-10-14,Winter,2012,October,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2080,4559,6639,Winter_not holiday
2012-10-15,Winter,2012,October,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",760,5115,5875,Winter_not holiday
2012-10-16,Winter,2012,October,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",922,6612,7534,Winter_not holiday
2012-10-17,Winter,2012,October,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",979,6482,7461,Winter_not holiday
2012-10-18,Winter,2012,October,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1008,6501,7509,Winter_not holiday
2012-10-19,Winter,2012,October,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",753,4671,5424,Winter_not holiday
2012-10-20,Winter,2012,October,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2806,5284,8090,Winter_not holiday
2012-10-21,Winter,2012,October,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2132,4692,6824,Winter_not holiday
2012-10-22,Winter,2012,October,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",830,6228,7058,Winter_not holiday
2012-10-23,Winter,2012,October,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",841,6625,7466,Winter_not holiday
2012-10-24,Winter,2012,October,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",795,6898,7693,Winter_not holiday
2012-10-25,Winter,2012,October,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",875,6484,7359,Winter_not holiday
2012-10-26,Winter,2012,October,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1182,6262,7444,Winter_not holiday
2012-10-27,Winter,2012,October,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2643,5209,7852,Winter_not holiday
2012-10-28,Winter,2012,October,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",998,3461,4459,Winter_not holiday
2012-10-29,Winter,2012,October,not holiday,monday,not weekend,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2,20,22,Winter_not holiday
2012-10-30,Winter,2012,October,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",87,1009,1096,Winter_not holiday
2012-10-31,Winter,2012,October,not holiday,wednesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",419,5147,5566,Winter_not holiday
2012-11-01,Winter,2012,November,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",466,5520,5986,Winter_not holiday
2012-11-02,Winter,2012,November,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",618,5229,5847,Winter_not holiday
2012-11-03,Winter,2012,November,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1029,4109,5138,Winter_not holiday
2012-11-04,Winter,2012,November,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1201,3906,5107,Winter_not holiday
2012-11-05,Winter,2012,November,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",378,4881,5259,Winter_not holiday
2012-11-06,Winter,2012,November,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",466,5220,5686,Winter_not holiday
2012-11-07,Winter,2012,November,not holiday,wednesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",326,4709,5035,Winter_not holiday
2012-11-08,Winter,2012,November,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",340,4975,5315,Winter_not holiday
2012-11-09,Winter,2012,November,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",709,5283,5992,Winter_not holiday
2012-11-10,Winter,2012,November,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2090,4446,6536,Winter_not holiday
2012-11-11,Winter,2012,November,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",2290,4562,6852,Winter_not holiday
2012-11-12,Winter,2012,November,holiday,monday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1097,5172,6269,Winter_holiday
2012-11-13,Winter,2012,November,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",327,3767,4094,Winter_not holiday
2012-11-14,Winter,2012,November,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",373,5122,5495,Winter_not holiday
2012-11-15,Winter,2012,November,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",320,5125,5445,Winter_not holiday
2012-11-16,Winter,2012,November,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",484,5214,5698,Winter_not holiday
2012-11-17,Winter,2012,November,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1313,4316,5629,Winter_not holiday
2012-11-18,Winter,2012,November,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",922,3747,4669,Winter_not holiday
2012-11-19,Winter,2012,November,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",449,5050,5499,Winter_not holiday
2012-11-20,Winter,2012,November,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",534,5100,5634,Winter_not holiday
2012-11-21,Winter,2012,November,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",615,4531,5146,Winter_not holiday
2012-11-22,Winter,2012,November,holiday,thursday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",955,1470,2425,Winter_holiday
2012-11-23,Winter,2012,November,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",1603,2307,3910,Winter_not holiday
2012-11-24,Winter,2012,November,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",532,1745,2277,Winter_not holiday
2012-11-25,Winter,2012,November,not holiday,sunday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",309,2115,2424,Winter_not holiday
2012-11-26,Winter,2012,November,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",337,4750,5087,Winter_not holiday
2012-11-27,Winter,2012,November,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",123,3836,3959,Winter_not holiday
2012-11-28,Winter,2012,November,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",198,5062,5260,Winter_not holiday
2012-11-29,Winter,2012,November,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",243,5080,5323,Winter_not holiday
2012-11-30,Winter,2012,November,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",362,5306,5668,Winter_not holiday
2012-12-01,Winter,2012,December,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",951,4240,5191,Winter_not holiday
2012-12-02,Winter,2012,December,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",892,3757,4649,Winter_not holiday
2012-12-03,Winter,2012,December,not holiday,monday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",555,5679,6234,Winter_not holiday
2012-12-04,Winter,2012,December,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",551,6055,6606,Winter_not holiday
2012-12-05,Winter,2012,December,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",331,5398,5729,Winter_not holiday
2012-12-06,Winter,2012,December,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",340,5035,5375,Winter_not holiday
2012-12-07,Winter,2012,December,not holiday,friday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",349,4659,5008,Winter_not holiday
2012-12-08,Winter,2012,December,not holiday,saturday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1153,4429,5582,Winter_not holiday
2012-12-09,Winter,2012,December,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",441,2787,3228,Winter_not holiday
2012-12-10,Winter,2012,December,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",329,4841,5170,Winter_not holiday
2012-12-11,Winter,2012,December,not holiday,tuesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",282,5219,5501,Winter_not holiday
2012-12-12,Winter,2012,December,not holiday,wednesday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",310,5009,5319,Winter_not holiday
2012-12-13,Winter,2012,December,not holiday,thursday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",425,5107,5532,Winter_not holiday
2012-12-14,Winter,2012,December,not holiday,friday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",429,5182,5611,Winter_not holiday
2012-12-15,Winter,2012,December,not holiday,saturday,weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",767,4280,5047,Winter_not holiday
2012-12-16,Winter,2012,December,not holiday,sunday,weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",538,3248,3786,Winter_not holiday
2012-12-17,Winter,2012,December,not holiday,monday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",212,4373,4585,Winter_not holiday
2012-12-18,Winter,2012,December,not holiday,tuesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",433,5124,5557,Winter_not holiday
2012-12-19,Winter,2012,December,not holiday,wednesday,not weekend,"Clear, Few clouds, Partly cloudy, Partly cloudy",333,4934,5267,Winter_not holiday
2012-12-20,Winter,2012,December,not holiday,thursday,not weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",314,3814,4128,Winter_not holiday
